domain,title,source_name,old_decision,old_reason,new_decision,new_reason,new_rank_score,new_materiality_score,new_relevance_terms,new_topic_anchor_terms,article_url
market,3 AI Stocks Riding Japan’s Enterprise Software Shift - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,13.0,0.0,stocks,ai|software,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPUWRMVU1ZaC1jZ0pzbDRKRDNVQURsQ2hudUZDM3MtSkRDaTFrR1FVUzVZenVLTFFqcTZ1aXQ1YmZKZlFiTVUzTWxyNmJaZFBFSFBBenkyNlNaVlpZYkx3UDFaMHZSSWx2UFhOMGNtclBhNFZhYVRIVXAxaDZkMTI5amVwVlJPUkZVT2oyME5xdlh6aUdmZlphU0VjRnR1TWVpc1hxRzFwUFdManoxWXI4U19MVUZtdEdJeXNrWFBXTE9vN2_SAcgBQVVfeXFMTWIyZVBRUW5NWmN3dloxYmlwU3lWRHBobVpOSlNxeUl1SHZlLTBETzVOWFhPUTRGc1VhRHZxRXVfTGhZRkFGbVRJTXVIVWtwX2M2b1hfVEppR21iNVlzTThIc0xDUWxiZ3F5eHpodlpWeXdKNjliT25PN2E3TldZRGstWERxbkZLZzk5NGtGdnhzekRSMVM5U3NUbVlkdWtRZ1d3R2djSlRZaE1rR05VdjFWSEUxc1FKZ3NLWnBKUU85RUhxaE9nSnA?oc=5
market,Why Cognex (CGNX) Could Be 17% Undervalued Following Its Raised Outlook - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,27.0,8.0,outlook,,https://news.google.com/rss/articles/CBMivgFBVV95cUxNRUppNWZfek1RLW1yQVE5T09BOWZod2tvRXYybzFPQ0xTRlk1a3BraFctZmdTbVBDa3IxcExNLV9xd2J4R3JsXzZCcTFVSGd6WWQ0c1lpRVhMbkdKV2hRVHJGOVVvLUgxUTFPb240dUNyYXEtN1hza2RiQ3dvWU1sb1dvRGZxel9Ea05fWDBxeFdsU3pTWmotNlJlT0JvLXZKWXBwUzRSSWNzXzhZbV94cXBONXgtZnlwX3R2MG1n0gHDAUFVX3lxTE5kZU9SRmFBTXNYaUZ0bVpnZlg2M1l6OVhsOGdSdktwdWE3alN2WmtvLTdGUTJmbWJGSXZyUmZ6aGdhSS1FMDdOTHJzX1JvNVlCaW5MOTkwb05VR25LNEZucnJLUm0wQkNLSlZ6M1RZRWM4VzdQcWRybWI3QnU2VzNlZ0NGMVJ3Nl9Lb2d4dndjbko4UENtOWhWSElWOU9NUUtHRlFXUjZacU4weXU5RHI4NDlUOUV0Tm1nV1U3R0lNZXMzcw?oc=5
market,TWLO Q2 Deep Dive: AI Adoption and Platform Expansion Drive Revenue Acceleration - StockStory,StockStory,rejected,not on automated source allowlist,rejected,not on automated source allowlist,35.5,7.0,revenue,ai,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPazBfTHE3c2tuZFRfanBacmdScFBvSTk4Zk9fcUZFblZCUHYwRHhZYXQxYzBnaGx0S2dpeW9VMFVDeTllUXNxblp6UkZzYVAzR21WUWVzejNYMmswWHZlY1lUbWt3bUxpNlkzNzNVVDZHdmZXeXdBdWVwSDN2UFk1ZXRxOXdDZDZxMjJCS2Nya0licnZfS1F3QWhjZ0Y2c3ZQRFVjZVpHcTV2WUhabzV1cG5zMjdNSTMzN25JSG1JQW4wX0RQNTBjSjZUdlM5R1htbldDWUxDbjg?oc=5
market,Is Strong Q2 Results And Upgraded 2026 Outlook Altering The Investment Case For Cadence Design Systems (CDNS)? - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,27.0,8.0,outlook,,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNLVhzRUt4bTVCZDVDNXRpQ0tQaUZPTXpSTXltS3VUZHh1WXNyQl9tMjdoaFY2cnBtU01TTERaUW9wTmRqVHp2aGRHZVlhN0pQU09IeWliN1RuNDJGTEl2ZHdhNzkyMTFsRnM3YTdTVDBVZl9PSzM5cmI4Zm02a2FVOTZhT0U4ZldrdE9iTTI1VEZlbGxSMGNkaS1GaDVJMVlETnpabjZHLVV1Z185LTR4dnJzZU4ybmtLWGY1MDBLc3czdnlZeVFhcndwMC15RmRabEtOX3A1TdIB3AFBVV95cUxQQzFEU1ZmTzZyWklTSGlZVkVIYmROSW9YZTVTcVo2WWV5cVF3NU41dmJwd3F4MzhONXAwMU92d19sdGk1QVNIYTVfOFF1XzFyaHJKaHZkRTE3Ry1oaHdDaUtkWXp5YkdjMnVpU0RCMG5TN0JuMTdtSmFTYU1lR2FUUTRfUVBucnlReFFJSm8yaUppbVJaeDR4LWNVemRwZDFFRFRtUzdTZmFCZFh4UDJRTG9TYUlTMzJhdC1DVy1qR1pRUGpCRHA1bXAtcE93M05PZjFOcHpvSjRuWDFQ?oc=5
market,"Atlassian (TEAM) Is Up 47.6% After Profitable Quarter, Cloud-AI Momentum, and CEO Share-Buy Plan - simplywall.st",simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,7.0,0.0,,ai|cloud,https://news.google.com/rss/articles/CBMizAFBVV95cUxPcUV3SGYweklHOVkyQU9INnlaRDRKemYxa29EcklzRHR6VUJmMTZsdVNDQklZMUpKSExiYW03bmpBSFgtS2FEOTEyS3g5X3hFY29TTzI3Q0JJeXlEVEVSeTJ2ZTdLM1dPUGV2TlBBd3JhSmhvSDZmZ2Z0c1YyN3NRNTNrR28yd2hlQXNWbElCYWlTcHF6R2JHMmxaMER1NlpDNVRyTW5LRkJnOUY1YUVDT0hvT2tHSjJzQTZQTmlBM0pmZnFtVjBsLU1DbVrSAcwBQVVfeXFMT3FFd0hmMHpJRzlZMkFPSDZ5WkQ0SnpmMWtvRHJJc0R0elVCZjE2bHVTQ0JJWTFKSkhMYmFtN25qQUhYLUthRDkxMkt4OV94RWNvU08yN0NCSXl5RFRFUnkydmU3SzNXT1Bldk5QQXdyYUpob0g2ZmdmdHNWMjdzUTUza0dvMndoZUFzVmxJQmFpU3BxekdiRzJsWjBEdTZaQzVUck1uS0ZCZzlGNWFFQ09Ib09rR0oyc0E2UE5pQTNKZmZxbVYwbC1NQ21a?oc=5
market,3 Japanese AI Software Stocks With Profits and Growth on the Radar - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,11.0,0.0,stocks,ai|software,https://news.google.com/rss/articles/CBMizwFBVV95cUxOUWlfUG1ja1M2NVdVN3lYVXpHd05kQ1J6UC1TaVYwOFB4VE1uaXdPOWl0S0JNekhpQk9rWUJBSTJ2YXJrT0VnQ0R3R0szN0l1QjE3aXhfZFhDR2JBc2dmWWRpbm9uUmVUaWxNVE1lNUZINWZXay02RE11S0owZTN3clJqMW5lSDZoY19Nck4zWldLS0NZQnFCR2V6bzBIY1FGREJYVV9RRW51aFhFY3BGNm9mdWNwMllLSGhLNEFlS09FeW9RaU9Qc19WaTZ5MXfSAdQBQVVfeXFMTWpBQ1lOVU1HVFhWM2t0TnhVaHA3anZUcWpjTEZBbzlxVTZLOGFuTzdZSWt6dnNDc0sxMUNtUlpnSWhTM0hhWHZBMzc4NUJYWml5YThiSVotSU9DM1NNaURmYkxLWUNiYmt0V1BzMVFpdkJ5MDdraUhhVGVGM3Jqa3EzZHh3VFowM1c2UVYwVEdiOG83NVV3YzhfeXBYTXNUUWVCYzhBWmltUFVfc2s5UHUyM3BWaE1zWFdvZWlfWkxKZ2NuNlcyQUplWXlXeUtQdktJMzQ?oc=5
market,Is Waystar Holding (WAY) A Bargain On Raised Q2 Guidance And Larger Client Wins? - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,38.0,10.0,guidance,,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOVTZlLS1IV0d2UFVEQTR0cUJrTmd6RnhhNGZpRm1haWM2OFVxYkxjMjI3SVJfYnV2V3pGZnozQ3FjbTd1Yzk4OWxVRmE0YlVnUVJNRVB0MEFoejdGeWdlRXc5cHd5eFlhTTU1Q2czelZMM2p3ZkdWR1FQZkZqZzkzejB3aFh2QzFiRUxiUWdfTjVHR1FvS3Q3SmxGc2U5ZzNmWnRZZzN5Y1gybXNMenJNZy04SDZpQnpQeTZaV2JTeHNET1psb0doa1VQXzVSNjN20gHWAUFVX3lxTE1IWXNJVEdfUkcxVzRDd0dnb19ET1lsUl9DYUY4bVdTU3NWSC02cFJmc19JSXpteXhLN2lSQk9tWXhreTRfMm9qcXdvZDRURHNkZ05DTHZfTktPZ2FRaDNHVWVxU3Q0RjJhWnNMUWlLVk9CdTZHcTAyd0lLaVc0ajhSaUxFUzRRZ003U1hYbHNKVEFJTHBneUJjN2ItbnEwMUZ3cndJT0Vpdmo0TFVOLXc2Zm0wX0hCZXM4UU82dy1EYWdNd281UkN6YkRrYWZQN3duTzFNcGc?oc=5
market,SoundHound AI (SOUN) Stock Jumps As Enterprise AI Demand Fuels Growth - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,11.0,0.0,stock,ai,https://news.google.com/rss/articles/CBMizAFBVV95cUxPb0ZteTVZbHRSRS1paEh6dlJSQnY1dUM5cTJEdzAzQkw2XzBFNDhvXzY3VXEzT2lqclNleGx4c21uam4ycERqdEZmLU5EbUdBVk1JWG1lYVN2Mnp1cGxtQU9RelhNNHdzX0lFbE5SMUNSNVJaQ3VDU2NNVzYwc01mMWhKcGNMTGFUeFh0eWpoQTg0Qk1BZVVmX1F3eDRaYi11dGhwR3hhdDRsNDFENnNZWHdhaFlRc0dwYm1Ea0Y0SEN3T0J4Y2g4OVpMRm3SAdIBQVVfeXFMT3puZjdZVlhhSWllc1cxeTZFdklZbXI5bk81c1NWZkRrX2dOdXI2Y09xS0ZZUk5TanFEaXUyYmRvX0E1REoxMTlJNmRkQzFWNTFJZk5UT2ltd3VtcG9yVUNWQ09CLTNsQ3h6Z1BpdGM4S0RwbWRFTHJBT0N6SllHX2VDYk5mNW9pQXZoNGE0M2xmbWZqV0Z6a0JJWXpJb3lUazktM09LQ3RaMldUWGNSY1pnbU50Vmhmcm5hZkg4M3djSzUydEkzMXhoeGRYbUNlVHd3?oc=5
market,A10 Networks (ATEN) Is Down 9.2% After Raising 2026 Guidance and Boosting Capital Returns - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,38.0,10.0,guidance,,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNeThpM0sweU0xTFFOaG50M1FmX3lYZGY5eGlpM1NOUjJWMWY4RzdPRDVQSFl1eU1uV2FId1VmenVnZ2hBUzNCcXd6NlpEdmNONXUwUFA5dF8tQ1RVVjYzcVdsczctUGF2VmRqT2FpR05pVHhMR1ZpT2o4ZzhZell4S0d3NHY5bG92cklnc2dZNVV4SEpfM090aXlBVldTTk93UDBXUnJiN1drcmtYTjRfUHZ5NEVvRWJsVUFHZEpNY1gtUktoQXlQSNIBzgFBVV95cUxOTG13UGRMZzFrSjRPbVp5cm1mbGVqMEdwM1ZUaXJEUWhMTHNlbnFqLXQ0MnktU0RjVzd3R0xRZHVWQkNScmtkb1oxcFZEc3RyOUJMWFJGU1lOMS12VDJZN0hteHVZd29qTXlvQ2FXaWQtbXliMzIxT2kya2Vsd2k3VWdEQVNfeWkzUmp3Y0owODkwNlhteElmcG9WY211UkFOMmFQSW1NZllVXzl2MTlHWlhSUGxjX3NHaC1feXRCREFmRUY2cVYzdXNvdUVadw?oc=5
market,Dropbox (DBX) Stock Holds Firm As AI Push Awaits Revenue Lift - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,35.5,7.0,revenue|stock,ai,https://news.google.com/rss/articles/CBMixwFBVV95cUxNX0hERlBSRVptN2FXbEtWYk1GNzdXY3dsMUNmRF9neVI4QVE3bUJ1TlpaUFI4NmR4dGd5dXh6T1VJdkJ3NHlPbFBmMjFPQ3NESWJRSkdEcEtFQ200YXRKaWlGOWVMbWxPazg1V3o1N01jZUlBQ1FBQTZ5MWNONHJSeW1VYllacmkzNm9VM2pOY2VUQU14YTNWR0FhWnhvZW5kQ1ROemhzd0x1ZzFndHZaM1FXMWJ4WEVUUk9BbFVjWE1oODFDeE9V0gHHAUFVX3lxTE1fSERGUFJFWm03YVdsS1ZiTUY3N1djd2wxQ2ZEX2d5UjhBUTdtQnVOWlpQUjg2ZHh0Z3l1eHpPVUl2Qnc0eU9sUGYyMU9Dc0RJYlFKR0RwS0VDbTRhdEppaUY5ZUxtbE9rODVXejU3TWNlSUFDUUFBNnkxY040clJ5bVViWVpyaTM2b1Uzak5jZVRBTXhhM1ZHQWFaeG9lbmRDVE56aHN3THVnMWd0dlozUVcxYnhYRVRST0FsVWNYTWg4MUN4T1U?oc=5
market,These 7 Stocks Are Analyst Favorites For Magnificent Earnings Growth; Arista Beats Views - Investor's Business Daily,Investor's Business Daily,rejected,not on automated source allowlist,accepted,"cleared source, freshness, domain relevance, materiality, and first-reference context gates",134.0,10.0,earnings|stocks,arista,https://news.google.com/rss/articles/CBMikgFBVV95cUxQd2FkMG42Rmh3aXFzM0xLX2hESGVCcnR6NW1MWjhiaFZjNGtST2pXOGY4dzVnUzFnQy13dHY5OGh0QzlnRjlxcmZrbEhEcGFtc00xWjY3S2g2NGZzTllfMzNMaGdWTmNfUEgyTEVRekF6aWZNLTRUOGNzcTRQVjdBb2M1c0Fia21VUTM1QWw2UXRodw?oc=5
market,Why Trimble (TRMB) Is Up 5.2% After Analysts Lift Earnings Estimates On Software-Led Margin Traction - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,53.0,16.0,earnings|margin,software,https://news.google.com/rss/articles/CBMixAFBVV95cUxOWjE4bHg2U2xaUTVuODJJc1hHTi1ZU0JHMXNzb2Y0OGVQU2RNTFFPTWUxTHRKWkNHX2c5SG5MR0lQXzRCU0FYTm4zNTN2dVdtd3o4ZmVyTjlhcFBJb2JUVUVhd1VPendNX2RuVl9tRVVUYzhUR25EQjl2bFU1d3NhSVF3S0xLcTBZdTdBalBiNzhnRzhwWHlkLUZPOThiT3hHRjZqZnlMaWR1a3gyR0ptXzJrT2xwSlBPcEJzTWVTNjhBWEtG0gHKAUFVX3lxTE8tZGVxMG43YTMtMFA1bEk0MHdWV2ZYelk1UnBSSlhZcjdhbGt5bXlJcWJxZm9SYWpDNWRjY0ZjZjdURlpkWXJYMkYzb3FBWjVaSkc4ekhJdzQ0U3REM2Z3ekhVbzMyaEphemNoUzh1QW9rdTM3Uzl1VF9DbFJuSkZNSmlBUklSejNLa0duU2F6YkI1ZGVsVXpySm5IVUphbjZlZmxKUWdCbUVIdmZ2V2xEdXZvUjBNZEFJTGxvdUlYTUE3T3NCU25Ob3c?oc=5
market,"Tech stocks take off as earnings results, powered up by AI deals, propel market higher - Seeking Alpha",Seeking Alpha,rejected,not on automated source allowlist,rejected,not on automated source allowlist,42.0,10.0,earnings|stocks|market,ai|tech,https://news.google.com/rss/articles/CBMivwFBVV95cUxPWVZRdjhxckI1amkzSXBBY2Fyb0pPVVVBZFV3UHFtOEpyYUY1eEJFay1XWTQ1X01ULVA0UzAxTGtsc242WFA5QnhjcjBRa3pMWFkycmlSM201aVpUcTZySnA5dUt2QnhEZUkyN3hjc3dfSlg5S0Z4LXJYYTRzbGFQUTBtSkZXY2FoWlA1WTFTdWU5T0g0UnJlZHhSc1VHR2tYNDhNZy0zcWxuY2dqUWJuX09ibWpjR19zTF8wZTNjdw?oc=5
market,Commerce.com (CMRC) Returns To Profit As Lower Guidance Keeps Fair Value In Focus - simplywall.st,simplywall.st,rejected,outside domain lookback window,rejected,outside domain lookback window,38.0,10.0,guidance,,https://news.google.com/rss/articles/CBMiygFBVV95cUxQcUdkNGxQQ1NobXhReFVrNGNCWm1BZGlQNXlUTG02WVpuSlhBV2RfSWdoc3I5bVpvc0w1UF9FY0o4M3NwNkJZdjRlTVN4cWNGLWd5SFpmYVVFTGtwYmxLeURkaE4yS0t5QVh0dVpOc0g4Q3hjYTlHWl9MUVprbV8zenpyQzVxZG43RDd2clFWSTk3bmtsM2tlNnlTUExaRGkyWWNrbFcxLVQ1aC1VLTVDOWVUU1FXNGMxN0d1N0gybWFONEE4SDZBUnhn0gHPAUFVX3lxTE5yZDhmRVlpVXF2Wm1DUW45YTlYU1NGM3NJeTR5S1d1WUhTQzRHTDZzcXBKN2FXSjVaeDkwVnFlWjFHOHYzblBuTnR4YlFmY0pLV0Y1cXMwcFJiLW1oUnFSTUtmUHFDQUtWQ3pubzR3aW5zNzVSX29aWEdrOF9mMWl0NVI4aXBnaWxyVWUtTXBRVEQ4VWZZcV9zNjlJb3F1T1J5RHA2UGlhWnhHZU9aTG9IaXFselRlRVFpa3JBNUZyN0g1TGxFZzhZZWNVTGVLMA?oc=5
market,Does GTA VI-Fueled Guidance Amid Q1 Losses Change The Bull Case For Take-Two (TTWO)? - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,37.0,10.0,guidance,,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNS1lxT05sVFEzUWR5UmpxR2wtRFlOSXE0ZGp2b2szVlNJTWp0MzdvelR6N2s0ODhTX2cyejNqRi14czJMYXVDTkh4YlJrcFN5Skp1SHZ6Z05FVnBxb2JSYXNnaDRnR0dMWDJ3RDZnTnJBeFVIanFJUFJiTlpBcVRPTnRGNWVXTE50T2VwNzJkX2t5b1ZhcVMwMWEzY1JrVGZFMFVtZDJGTmM0R1RyY193QVIzS3FsLVVXYVNIdHdZRnZISGhwQkpSUmFtOG9yZzdJNDFoa25kcnF4bXFnckHSAeMBQVVfeXFMTTdxUEJWZ25HV2E5eWlpZWd5T0EybnJ6TDl0TmhjZEdHZkY0XzBSZ1Rjc0ZDYVVWY2plNTM0RnBQTjlLUFhBbUR2V1lPdnEya3hxWWlUV0ZLQXpybDhsRDVKdUVrb3VQY3k0OEFVMmM1X1hKUzY1MUg4TDhXYl9NZEZwbDBVOHVtVjlyQkt6VU1TQTAzdXN4cUt1ZGZSZ0xmYnBqSTRtWE9rczRLRURCdTFvTV9tMUpwdXIyYi0xNHotT19xWHVPUXdPZDNGTEdwTkE1VFJrc2tMZUpnRFJsZlFwbU0?oc=5
market,[AI Theme Tracker] Burry Shorts NEBIUS; SanDisk Post-Earnings Divergence Widens! Market Enters a Volatile Bottom-Building Phase - Moomoo,Moomoo,rejected,not on automated source allowlist,rejected,not on automated source allowlist,36.0,10.0,earnings|market,ai,https://news.google.com/rss/articles/CBMixAFBVV95cUxPQ3k2MTN6VmV2clZzZXJnZk5uRG1KUGlsM1NtbEZJX2dsZmJKVmMyYk9iRDNZUkl1WEtfTW1sUl9TOFZZM2tGNXdtRy1rWDJWenBBR3RLNXRjQjJOcDF0ZkQzMXFEejY4a2hKaV9Yc01fUE4wVGRpY011U1Z6SXFIb2gtQ0Y3N1dVdWRmX1l5RVI3WVZneTI5dHlSWGNiZ0Jtd00yY0t4RmhLMVlSVGU0X1YxcEJFUGE1bVFZbTUzbEM4LVJK?oc=5
market,Buy the Dip or Run: 3 Software Stocks Down 50% Face Their Moment of Truth - The Globe and Mail,The Globe and Mail,rejected,not on automated source allowlist,rejected,not on automated source allowlist,11.0,0.0,stocks,software,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQbDBuSGVkQ25ITlZXVER3cnBKb0l0dDNZZVQ3cXF2WmVzUlJaZ2VXS2dkWDNYR0l2dnZqVTRDcGpEVHBfaHgwbG5UMTVYbUFzVTB2ZEw0cnVDLTN5ZFpBNDRXNVVodDRVMzIwQzNBblEyNTJUc1lIQVp4ZnppU2VUYkdtLWpSNDhGdFMxM2tvYmhKV3hRazB5SlVEZDk4NmpCZ2lXbU1mdVhfcVZrcm8tdmI2aFZTeDY2Ull6eHl4MDZkZG5FaXlVanloRzZ2MEx3dm93SmNadlJLVVlVRXpzWXV4eDV2YmN2Wmc?oc=5
market,AI Stocks Riding Enterprise Software Demand From Docebo To Kinaxis - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,13.0,0.0,stocks,ai|software,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNaEg4WFJCOUFtR3FrcDY1bE1KRGRWN1JWWDJYXzQzeEFISm1rUGJmVzVoZ3YtVVo4YU9pdUVjTlVPMlRJd0dkRTFWVUliNVhEaWtCWmtOS0pyV05ib2ppdDVCSXo2eVRVUVBkdEp6NjF4S3ZOSDZJMlJ1VmZ5b1V0dkxDSlRmeFJDYTN0Q3lSWFprSWF6MWh6Q1dyYVUxWEY1RmIybDZGd1JoX1dTc0djcEQtQTZCbE0wZ3dxMFBUYU1iT3A2TXI2ZtIBzgFBVV95cUxQYVFBMHkyRl9uczFZSlA5VTFNWW52Ykdpb1JqdkkyQUZ1T01PWERJTV9jVGdkSGROSjhTRENvUEVDNThiZnpDOGs0SWtOMGM5Y3dLak93LUU5ZXI1c0ZoM2h2WS1lYkc3TC1jYmxkenhET3VVbVFwOFE1TXZuZTlBLWstWW9YZWkwaUp6TTNrUUFXTmtHaHBlcE1jcC1JS20yajZRTUd5UjZiNnNFMkZxcFlwaXRXcGIwYUFJNG0ydksza1JETDVVWHJtbWNtdw?oc=5
market,"HubSpot, Inc. (HUBS) Stock Price, News, Quote & History - Yahoo! Finance Canada",Yahoo! Finance Canada,rejected,not on automated source allowlist,rejected,not on automated source allowlist,12.0,0.0,stock,,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5DV2lfWTFkRGRTWkkwNXpTWUFOWkt2cWFqaTBERldOSTZsWDV2SVplblZRUTIzaXdJb2lyMDlrQVdIUWlPLW8tdUVIWnc0cDZkVHhzNzVOUmtiekRRWDhUaVhB?oc=5
market,Dynatrace Q1 Earnings Call Highlights - TradingView,TradingView,rejected,not on automated source allowlist,rejected,not on automated source allowlist,37.0,10.0,earnings,,https://news.google.com/rss/articles/CBMinwFBVV95cUxOa2g5c25RSTBlRVVPazVsR0xILWEwQldjaGRrd3hkWWh1eTZDdTZ4NV84dWtkaldEUndENmh0Tm85R2lxb2YwMXpnazBuLXpKU0k3YUgtWkhHUjB1cW5zMUUtYVBzQ1BFVGUxZXlxbVczUHlfcWZxLS1TU1A3R0ZuVnFZUVBBdWgtMWJYS2ZmWTJWTVlMTlhqc1Nfc1RSUlE?oc=5
market,SM Energy Q2 Earnings Call Highlights - TradingView,TradingView,rejected,not on automated source allowlist,rejected,not on automated source allowlist,38.0,10.0,earnings,,https://news.google.com/rss/articles/CBMinwFBVV95cUxNcEtKRUY3VXJnMUE2aHV1UlFvelVHdTZWNTVvczlSVTRyOG9vM2V4TXBqSEp6dmFxTkY4Vm5zRW1GMmRnU1VHcHBKYk94VHJmMlVGRkVFMFpnSWVQTHNTLTN6d002ZnhzZTJoaVpQa3BXOVFaTFFlR3hxLVZIdXR2Q1lFRW53UHB2SDF5dHpQMHFDUVQ2aDAzOFVzUEpYWFU?oc=5
market,Cloudflare’s Beat-and-Raise Quarter Puts Its AI Edge Story in Focus - TradingView,TradingView,rejected,not on automated source allowlist,rejected,not on automated source allowlist,22.5,7.0,beat,ai,https://news.google.com/rss/articles/CBMixwFBVV95cUxPX1JwUDE5ZmhsclRYQWhRc0o5aEdSNEg4WXl0S0hDLWh0a3NYcktuSGc5SlYwNU5xWUtULXJHV0tpTDI2cHNvcUkzbEdCVkhRYmlpYlAzbWNIWk1EWFA0VktjSDdKX1ZGel9XT2gtU1pEVGNMT3FQQlItazJ1RTlHekRwSndzbWRQSDZ4WTZyWXUwMl9IM0s5cFBiVkhFM2hvZWJnNGRGMUFjck1JSWRBaFUwY3lfNW5yblNQMF9qMENfR1hzNTJV?oc=5
market,5 Best Artificial Intelligence (AI) ETFs to Buy in 2026 - The Motley Fool,The Motley Fool,rejected,not on automated source allowlist,rejected,not on automated source allowlist,5.0,0.0,,ai|artificial intelligence,https://news.google.com/rss/articles/CBMiogFBVV95cUxQYzA2Wld0QkFFTkVjZGlIQ3JfdklNNS1SeUVIb21TMFlFZTc4ejB1UWZqN3FLT2FlWVhEeW5QOFM1STZCM0kxRE9lcERjRTY4ZjlDZFNLaVNiSDVZMDhMdjEwbUQ2WG9XeUZ5M2hBeENWaENUbE5tTE1tU2tBS0x5TV9Gak8wVUlMTmlqRl85SkQzSnJmMGd0T1JaelpWS3lvVWc?oc=5
market,ORCL Stock: Why Oracle May Be the Beaten-Down Tech Giant Ready for a Comeback - TradingKey,TradingKey,rejected,not on automated source allowlist,rejected,not on automated source allowlist,13.0,0.0,stock,tech|oracle,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQZlZmY0RoTTl6eXkybF91dkVvczVuZlhTNFBMMjFJUGt1bW92b1QyV25yWmo3dHBlUFpOZC1nZ2t4S3pxYUNsbVlFWk1BcWpaU2dISWpxS0swd2NGNWRXSWp0aEJmMVVnNkNfUVIyOHhCd3BnOFYwejU2MnN2V3EyQ1hVV0hSYlZYUlN1dU91VTdqS0QxOHQ3YzFkbUdnVWJLdkhyeUloNm53UWwtamJtcGNnYzBTTmQ1WDNfbFRTR2ZvZVZNYVFDQ0F3eG9raHRSZTdZTTBoWU9hNlJU?oc=5
market,AI Small Caps Worth Watching As Enterprise Demand Lifts Early Stage Software Names - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,5.0,0.0,,ai|software,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQVFpyb19HNTZFakstR01hNTh2X0tqQlFUZUE3blpucVFaRUNUZjZydnJ2U1Q4V21vVEo1d1pBeVV0RVlGdTRGY0pkeFpZa3k0eHA1TzRYUjJ5SFhvQm1zQVlGSEl6TTIwSm05Mzc1dW84UlVjb1dmeUotY3J5eVNrU2JHRzNEM05hWWZxM3lpZnBMUG92bWR1dEZQR1ZBSG5TbXFPUXNCbnJNZlowV180bEJySmdxbmRHV3JMOWRMd25KTW5sNy1SZW1jSGltTVZ1cS0w0gHYAUFVX3lxTE9TMTRiZlB5bG95b0FWS2xkT2pfQl96TUJyZUcwMzc3VkJkTnFoWEFPOTlSSUZJbWRlZEZ6YVFBWDRXejBMaG42c1gwMDVhQVFBUXV6dkFRem1IMWN2Vmo2NjVGY1VJcm4wTlNaMkZFOUtJcEdGaHhqU1YxUUVmbzVUUXRIb093b01FN3Iwd1B6eFBRcnNMVDlRVzNCQ2hyV3ZYSkFCNHhIUlI5YWVHQTE2NlhmQWd5SllCd1FwVGVKWTBZb3VXT0RsNVJxNUlsUEo0S0Rfam5UbA?oc=5
market,Atlassian (TEAM) Stock Rockets After Big AI-Driven Earnings Beat - StocksToTrade,StocksToTrade,rejected,not on automated source allowlist,rejected,not on automated source allowlist,59.5,17.0,earnings|beat|stock,ai,https://news.google.com/rss/articles/CBMiggFBVV95cUxPcWhLdTF1TTVWWFJrQnJLRmZwM09JZ1Etb0c3VEtmR05JS2FFZmFvbF9jWDZuT0ROS0l5MGo2cGFkZ094VUZ5NjluN2VRWlF5TVRvUVZwUG01V1NzMzI5YjVfUnQ3N2ZCelFOYThlSEFRSU5oTXJfOHdVTTItUlZ0bWdn?oc=5
